专业	地区	学校	所在学院	贡献者学号	URL
新媒体与信息网络	黑龙江省	黑龙江工程学院	人文与社会科学系	181013109	http://www.hljit.edu.cn/Htmlfiles/rwyshkxx/zyjs/2012/09/14/2885.html
